orig_row_idx,Deal Type,Announce Date,Target Name,Acquirer Name,Seller Name,Announced Total Value (mil.),Payment Type,TV/EBITDA,Deal Status,Announce Date Parsed
17,M&A,2019/1/3,Celgene Corp,Bristol-Myers Squibb Co,,88848.19,Cash and Stock,15.25,Completed,2019-01-03
