event_id,target_name,acquirer_name,announce_date,payment_type,deal_status,docs,downloaded,max_keyword_score,total_keyword_score,forms,keywords
E000017_20190103_Celgene_Corp__Bristol-Myers_Squibb_Co,Celgene Corp,Bristol-Myers Squibb Co,2019-01-03,Cash and Stock,Completed,202,202,203,1829,424B3;425;8-K;S-4;S-4/A,aggregate cash consideration;cash consideration;exchange ratio;letter of transmittal;merger consideration;stock consideration
