date,scope,active_trade_count,active_capacity_trade_count,active_notional,equal_weight_return,capacity_weighted_return,daily_return_%,cumulative_return_%
2007-04-23,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-04-24,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-04-25,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-04-26,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-04-27,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-04-30,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-01,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-02,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-03,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-04,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-07,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-08,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-09,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-10,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-11,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-14,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-15,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-16,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-17,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-18,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-21,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-22,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-23,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-24,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-25,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-28,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-29,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-30,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-05-31,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-06-01,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-06-04,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-06-05,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-06-06,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-06-07,all_tradable,0,0,0.0,0.0,0.0,0.0,2.3450999999999502
2007-06-08,all_tradable,1,1,25668799.8325,0.0,0.0,0.0,2.3450999999999502
2007-06-11,all_tradable,1,1,25668799.8325,0.0021717333333333,0.0021717333333333,0.21717333333333,2.5622733333332803
2007-06-12,all_tradable,1,1,25668799.8325,0.003706311111111,0.003706311111111,0.37063111111110003,2.93290444444438
2007-06-13,all_tradable,1,1,25668799.8325,-0.0009699555555555,-0.0009699555555555,-0.09699555555555,2.8359088888888304
2007-06-14,all_tradable,1,1,25668799.8325,0.0141041777777777,0.0141041777777777,1.41041777777777,4.246326666666601
2007-06-15,all_tradable,1,1,25668799.8325,0.0139904,0.0139904,1.39904,5.6453666666666
2007-06-18,all_tradable,1,1,25668799.8325,-0.0097991111111111,-0.0097991111111111,-0.9799111111111101,4.665455555555491
2007-06-19,all_tradable,1,1,25668799.8325,0.0157710222222222,0.0157710222222222,1.5771022222222202,6.242557777777711
2007-06-20,all_tradable,1,1,25668799.8325,-0.0130090666666666,-0.0130090666666666,-1.30090666666666,4.94165111111105
2007-06-21,all_tradable,1,1,25668799.8325,0.0101631999999999,0.0101631999999999,1.0163199999999901,5.957971111111041
2007-06-22,all_tradable,1,1,25668799.8325,0.001159111111111,0.001159111111111,0.1159111111111,6.0738822222221405
2007-06-25,all_tradable,1,1,25668799.8325,0.0012430222222222,0.0012430222222222,0.12430222222222,6.198184444444361
2007-06-26,all_tradable,1,1,25668799.8325,-0.0026965333333332,-0.0026965333333332,-0.26965333333332003,5.928531111111041
2007-06-27,all_tradable,1,1,25668799.8325,0.0204287999999999,0.0204287999999999,2.04287999999999,7.97141111111103
2007-06-28,all_tradable,1,1,25668799.8325,0.0019455999999999,0.0019455999999999,0.19455999999999002,8.16597111111102
2007-06-29,all_tradable,1,1,25668799.8325,0.000122311111111,0.000122311111111,0.012231111111099998,8.178202222222119
2007-07-02,all_tradable,1,1,25668799.8325,0.0119224888888889,0.0119224888888889,1.19224888888889,9.37045111111101
2007-07-03,all_tradable,1,1,25668799.8325,0.0046037333333333,0.0046037333333333,0.46037333333332997,9.83082444444434
2007-07-04,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-05,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-06,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-09,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-10,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-11,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-12,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-13,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-16,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-17,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-18,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-19,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-20,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-23,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-24,all_tradable,0,0,0.0,0.0,0.0,0.0,9.83082444444434
2007-07-25,all_tradable,1,1,635247.361,0.0,0.0,0.0,9.83082444444434
2007-07-26,all_tradable,1,1,635247.361,-0.0094336492890994,-0.0094336492890994,-0.94336492890994,8.8874595155344
2007-07-27,all_tradable,1,1,635247.361,0.0040666858496953,0.0040666858496953,0.40666858496952996,9.294128100503931
2007-07-30,all_tradable,1,1,635247.361,-0.0107437339201083,-0.0107437339201083,-1.07437339201083,8.2197547084931
2007-07-31,all_tradable,1,1,635247.361,0.0070213270142179,0.0070213270142179,0.7021327014217901,8.92188740991489
2007-08-01,all_tradable,1,1,635247.361,0.0152863913337848,0.0152863913337848,1.52863913337848,10.450526543293371
2007-08-02,all_tradable,1,1,635247.361,-0.0226530128639134,-0.0226530128639134,-2.26530128639134,8.185225256902031
2007-08-03,all_tradable,1,1,635247.361,-0.0114905213270142,-0.0114905213270142,-1.14905213270142,7.0361731242006105
2007-08-06,all_tradable,1,1,635247.361,0.0042691266079891,0.0042691266079891,0.42691266079891,7.463085784999521
2007-08-07,all_tradable,1,1,635247.361,-0.0154258632362897,-0.0154258632362897,-1.5425863236289699,5.920499461370551
2007-08-08,all_tradable,1,1,635247.361,-0.0018107650643194,-0.0018107650643194,-0.18107650643194,5.73942295493861
2007-08-09,all_tradable,1,1,635247.361,-0.0045368991198376,-0.0045368991198376,-0.45368991198376,5.28573304295485
2007-08-10,all_tradable,1,1,635247.361,-0.0048104265402843,-0.0048104265402843,-0.48104265402843005,4.80469038892642
2007-08-13,all_tradable,1,1,635247.361,0.0136838185511171,0.0136838185511171,1.36838185511171,6.1730722440381305
2007-08-14,all_tradable,1,1,635247.361,0.0164932295192958,0.0164932295192958,1.6493229519295798,7.82239519596771
2007-08-15,all_tradable,1,1,635247.361,3.148273527422186e-05,3.148273527422186e-05,0.003148273527422186,7.825543469495131
2007-08-16,all_tradable,1,1,635247.361,-0.0128192281651997,-0.0128192281651997,-1.2819228165199699,6.543620652975162
2007-08-17,all_tradable,1,1,635247.361,0.0776150379146919,0.0776150379146919,7.76150379146919,14.30512444444435
2007-08-20,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-08-21,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-08-22,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-08-23,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-08-24,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-08-27,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-08-28,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-08-29,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-08-30,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-08-31,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-03,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-04,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-05,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-06,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-07,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-10,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-11,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-12,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-13,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-14,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-17,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-18,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-19,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-20,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-21,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-24,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-25,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-26,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-27,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-09-28,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-01,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-02,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-03,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-04,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-05,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-08,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-09,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-10,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-11,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-12,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-15,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-16,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-17,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-18,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-19,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-22,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-23,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-24,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-25,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-26,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-29,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-30,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-10-31,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-01,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-02,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-05,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-06,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-07,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-08,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-09,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-12,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-13,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-14,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-15,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-16,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-19,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-20,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-21,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-22,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-23,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-26,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-27,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-28,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-29,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-11-30,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-03,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-04,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-05,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-06,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-07,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-10,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-11,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-12,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-13,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-14,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-17,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-18,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-19,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-20,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-21,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-24,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-25,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-26,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-27,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-28,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2007-12-31,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-01,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-02,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-03,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-04,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-07,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-08,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-09,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-10,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-11,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-14,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-15,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-16,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-17,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-18,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-21,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-22,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-23,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-24,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-25,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-28,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-29,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-30,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-01-31,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-01,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-04,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-05,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-06,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-07,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-08,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-11,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-12,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-13,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-14,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-15,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-18,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-19,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-20,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-21,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-22,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-25,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-26,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-27,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-28,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-02-29,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-03,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-04,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-05,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-06,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-07,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-10,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-11,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-12,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-13,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-14,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-17,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-18,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-19,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-20,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-21,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-24,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-25,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-26,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-27,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-28,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-03-31,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-01,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-02,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-03,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-04,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-07,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-08,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-09,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-10,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-11,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-14,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-15,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-16,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-17,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-18,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-21,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-22,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-23,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-24,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-25,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-28,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-29,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-04-30,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-05-01,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
2008-05-02,all_tradable,0,0,0.0,0.0,0.0,0.0,14.30512444444435
