sample,days,mean_daily_return_%,annualized_volatility_%,annualized_sharpe_0rf,annualized_sortino_0pct_mar,cumulative_additive_return_%,max_drawdown_additive_%
Active-position days,771,0.12538594467975647,29.330696918374095,1.0772760752065411,3.0657653528588127,96.67256334809225,-15.211151868420043
Full calendar,4469,0.02163181099755924,12.199391071821855,0.4468433169567082,1.273388500263716,96.67256334809225,-15.211151868420043
